_priority,_year,典藏號,題名,全宗名稱,全宗系列,本件日期,密等/解密紀錄,提供方式/地點,_matched_queries,_reason,_collection,_identifier
C,1962,020-042603-0088,葡萄牙考慮承認中共（一）,外交部,外交部/ 歐洲司 / 國際共黨活動與中共動態 / 中共與各國關係,,普通 / 外交部106年7月6日外資電史字第10637510680號函註銷密等,數位檔／臺北閱覽室,政治協商會議,時段錯位（1962），超出本平台 1941-1950 範圍,020000022890A,020-042603-0088
C,1964,020-063201-0007,共黨在中南美活動（七）,外交部,外交部/ 中南美司 / 國際共黨活動與中共動態 / 國際共黨活動,,普通 / 外交部106年7月6日外資電史字第10637510680號函註銷密等,申請閱覽 (尚未檢視),政治協商會議,時段錯位（1964），超出本平台 1941-1950 範圍,020000024432A,020-063201-0007
A,1946,020-990600-0184,政治協商會議剪報資料,外交部,外交部/ 國家檔案分類表 / 外交 /,,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,020000034680A,020-990600-0184
C,1995,128-009840-0025-001,全民衛星電視台灣論壇—台灣行憲的回顧與前瞻節目錄影帶影音檔，內容為主持人陳儀深與來賓許慶雄、薛化元、田欣談中華民國憲法的理論意涵、歷史發展、制度矛盾與未來方向，並回覆民眾提問…,個人史料 ( 陳儀深 ),個人史料/ - / - / -,1995/12/23 ~ 1995/12/23,普通,申請閱覽 (尚未檢視),政治協商會議,時段錯位（1995），超出本平台 1941-1950 範圍,1280098400025V,128-009840-0025-001
C,,129-010000-1598,盧作孚,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000001598A,129-010000-1598
C,,129-010000-1613,茅以昇,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000001613A,129-010000-1613
C,1901,129-010000-1646,趙祖康,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1901），早於民盟前身成立,129000001646A,129-010000-1646
C,1909,129-010000-1752,吳茂蓀,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1909），早於民盟前身成立,129000001752A,129-010000-1752
C,,129-010000-1882,任鴻雋,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000001882A,129-010000-1882
C,,129-010000-1892,竺可楨,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000001892A,129-010000-1892
C,1900,129-010000-2186,姚克方,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1900），早於民盟前身成立,129000002186A,129-010000-2186
C,1902,129-010000-2203,嚴信民,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1902），早於民盟前身成立,129000002203A,129-010000-2203
C,1903,129-010000-2474,周北峯,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1903），早於民盟前身成立,129000002474A,129-010000-2474
C,1901,129-010000-2703,盧郁文,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1901），早於民盟前身成立,129000002703A,129-010000-2703
C,,129-010000-3068,雷沛鴻,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003068A,129-010000-3068
C,,129-010000-3079,江恒源,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003079A,129-010000-3079
C,1909,129-010000-3084,袁國欽,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1909），早於民盟前身成立,129000003084A,129-010000-3084
C,,129-010000-3260,霍錫祥,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通 / 國家安全局110年6月29日齊全字第1100004824號函註銷密等,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003260A,129-010000-3260
C,,129-010000-3299,王樹常,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003299A,129-010000-3299
C,1905,129-010000-3332,譚惕吾,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1905），早於民盟前身成立,129000003332A,129-010000-3332
C,1904,129-010000-3381,陽翰笙,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1904），早於民盟前身成立,129000003381A,129-010000-3381
C,,129-010000-3401,張友漁,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003401A,129-010000-3401
C,1902,129-010000-3410,梅龔彬,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1902），早於民盟前身成立,129000003410A,129-010000-3410
C,,129-010000-3471,洪式閭,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003471A,129-010000-3471
C,,129-010000-3484,張孝騫,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003484A,129-010000-3484
C,,129-010000-3495,李宗恩,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000003495A,129-010000-3495
C,1902,129-010000-3956,許聞天,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1902），早於民盟前身成立,129000003956A,129-010000-3956
C,,129-010000-4126,易禮容,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000004126A,129-010000-4126
C,,129-010000-4748,陳書農,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000004748A,129-010000-4748
C,1902,129-010000-5000,何之泰,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1902），早於民盟前身成立,129000005000A,129-010000-5000
C,,129-020000-0872,李興中,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000005872A,129-020000-0872
C,,129-020000-2668,陳時,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000007668A,129-020000-2668
C,,129-020000-3025,劉通,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000008025A,129-020000-3025
C,,129-020000-3995,杜國庠,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000008995A,129-020000-3995
C,1905,129-030000-0331,俞慶棠,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1905），早於民盟前身成立,129000010331A,129-030000-0331
C,,129-030000-1222,毛澤東,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000011222A,129-030000-1222
C,,129-030000-1278,常乃惪,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000011278A,129-030000-1278
C,,129-030000-1293,董必武,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000011293A,129-030000-1293
C,,129-030000-3611,劉積學,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000013611A,129-030000-3611
C,1905,129-030000-3639,劉孟純,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1905），早於民盟前身成立,129000013639A,129-030000-3639
C,1901,129-030000-4142,秦元邦,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1901），早於民盟前身成立,129000014142A,129-030000-4142
C,,129-040000-0520,劉文輝,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列四 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000015520A,129-040000-0520
C,,129-050000-3204,胡霖,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列五 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000023204A,129-050000-3204
C,1905,129-060000-1481,王大為,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列六 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1905），早於民盟前身成立,129000026481A,129-060000-1481
C,,129-090000-3785,劉之綱,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000043785A,129-090000-3785
C,,129-090000-3872,古大存,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000043872A,129-090000-3872
C,,129-090000-3873,朱德,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000043873A,129-090000-3873
C,1900,129-090000-4405,楊立三,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1900），早於民盟前身成立,129000044405A,129-090000-4405
C,1903,129-090000-4435,張曙時,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1903），早於民盟前身成立,129000044435A,129-090000-4435
C,,129-090000-4524,胡繩,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000044524A,129-090000-4524
C,1902,129-090000-4534,王亞南,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1902），早於民盟前身成立,129000044534A,129-090000-4534
C,,129-090000-4541,特穆爾巴根,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000044541A,129-090000-4541
C,,129-090000-4605,孫蘭峯,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000044605A,129-090000-4605
C,,129-090000-4617,王葆真,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000044617A,129-090000-4617
C,,129-090000-4630,高樹勳,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000044630A,129-090000-4630
C,,129-090000-4633,董魯安,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000044633A,129-090000-4633
C,,129-090000-4661,楊植林,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000044661A,129-090000-4661
C,1901,129-090000-4838,鄧華,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1901），早於民盟前身成立,129000044838A,129-090000-4838
C,1905,129-100000-0232,李翰園,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1905），早於民盟前身成立,129000045232A,129-100000-0232
C,1905,129-100000-0601,饒彰風,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十 / /,,普通,數位檔／臺北閱覽室,政治協商會議,時段錯位（1905），早於民盟前身成立,129000045601A,129-100000-0601
C,,129-100000-0603,蕭雋英,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十 / /,,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,129000045603A,129-100000-0603
