_priority,_year,典藏號,題名,全宗名稱,全宗系列,本件日期,密等/解密紀錄,提供方式/地點,_matched_queries,_reason,_collection,_identifier
A,1946,002-060100-00210-016,蔣中正於中國國民黨第六屆二中全會第十八次大會提出政治協商會議及憲草條改原則之審查報告並說明五權憲法精神在五權獨立不可互相牽制等，政治協商會議…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/03/16 ~ 1946/03/16,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000000690A,002-060100-00210-016
A,1946,002-060100-00210-020,蔣中正主持國民參政會第二次大會並致詞指出日本投降後政府正以其全力復員整軍和平建國呼籲參政員以把握重點注意現實解除地方苦難三者為依據提供具體方案另約見孫科等政治協商會議…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/03/20 ~ 1946/03/20,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000000690A,002-060100-00210-020
C,1946,002-060100-00213-022,蔣中正聽鄭介民報告駐迪化蘇領館策動新疆各族加入蘇籍以加強侵略力量請外交部提出交涉及是日軍事三人小組徐永昌周恩來馬歇爾舉行會議商談停止衝突恢復交通整編軍隊等問題又是日邵力子對中…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/06/22 ~ 1946/06/22,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000000693A,002-060100-00213-022
A,1946,002-060100-00218-003,蔣中正接見陳立夫洪蘭友商談國民大會有關問題並接見毛人鳳又接見出席政治協商會議之政府代表商談憲法草案提出於國民大會之手續事宜,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/11/03 ~ 1946/11/03,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000000698A,002-060100-00218-003
C,1948,002-060100-00241-016,蔣中正獲悉襄陽城內已發生巷戰乃電康澤告以已令各方援軍兼程前進仍望督部苦守待援另電傅作義商請先派一師空運赴太原濟急又手令何應欽海軍總司令職由桂永清代理兩年建樹良多似應真除以資激…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1948/07/16 ~ 1948/07/16,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000000721A,002-060100-00241-016
B,1949,002-060100-00250-005,蔣中正接見吳忠信等資政談話檢討外交之經過與得失認為此次失敗以外交失敗為總因而我國之失敗俄共之勝利即為美國根本失敗但美國迄未覺悟另研究共匪企圖召開所謂擴大新政治協商會議…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1949/03/05 ~ 1949/03/05,普通,數位檔／線上閱覽,政治協商會議,政協命中但時段 1949,002000000730A,002-060100-00250-005
C,1949,002-060100-00254-022,蔣中正至鼓浪嶼並審核閻錫山所擬保衛台灣與海島等各方案並接顧維鈞電陳據新聞報導美國發表對華白皮書內容係敘述近八九年來中美關係經過所包範圍甚廣應行申辯者頗多如三十三年春美方所提議…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1949/07/22 ~ 1949/07/22,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000000734A,002-060100-00254-022
C,1949,002-060100-00256-020,蔣中正發表為本黨改造運動告全黨同志書號召全體 同志研究改造方案以祈組織新綱領新風氣與共匪奮鬥爭取第三期國民革命之勝利全文，第四屆聯合國大會在美國紐約開幕我代表團向大會提出控蘇…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1949/09/21 ~ 1949/09/21,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000000736A,002-060100-00256-020
A,1946,002-080104-00012-004,政治協商會議名單與協議事項及陳立夫等呈蔣中正政治協商會議擴大政府組織案之研究,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 分類資料 / 政治防共,1946/03/10 ~ 1946/03/10,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000001213A,002-080104-00012-004
A,1945,002-080104-00015-002,對於軍事三人小組會議之意見，張樾亭呈蔣中正關於目前消共復政之意見，對中共案政治解決實施步驟及辦法，我們對政治協商會議之共同見解等,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 分類資料 / 政治防共,1945/11/05 ~ 1945/11/05,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1945,002000001216A,002-080104-00015-002
A,1945,002-080104-00015-007,政治協商會議會員通訊錄，國民政府召開政治協商會議辦法,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 分類資料 / 政治防共,1945/11/26 ~ 1945/11/26,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1945,002000001216A,002-080104-00015-007
A,1946,002-080104-00015-010,陳布雷呈蔣中正有關陶希聖所呈對政治協商會議及其後政局轉變本黨之政策、當前之急務、馬歇爾特使使命之結束等意見書,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 分類資料 / 政治防共,1946/01/21 ~ 1946/01/21,普通 / 總統府秘書長民國106年1月19日華總機一字第10600003040號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000001216A,002-080104-00015-010
A,1945,002-080200-00303-089,李健生函蔣中正概陳周恩來對郭沫若陽翰笙表示中央政府召開政治協商會議問題談話,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1945/12/04 ~ 1945/12/04,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1945,002000001692A,002-080200-00303-089
A,1945,002-090300-00020-001,吳鼎昌電周宏濤轉蔣中正經與孫科王寵惠等昨晚在吳鐵城宅會商以政治協商會議日期地點及秘書長人選並請鈞座早日回渝針對現勢指示會議進行辦法,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1945/12/17 ~ 1945/12/17,普通 / 內政部民國105年12月1日台內總字第1051602974號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1945,002000002274A,002-090300-00020-001
A,1946,002-090300-00020-008,何思源電蔣中正政治協商會議召開在即而魯省共軍攻我愈急正圍攻濟寧聊城等地請轉政協會議諸先生向共黨代表交涉立刻停止魯省各地對我之攻擊,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/08 ~ 1946/01/08,普通 / 內政部民國105年12月1日台內總字第1051602974號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002274A,002-090300-00020-008
A,1946,002-090300-00020-084,王宗山李夢彪電蔣中正政治協商會議業經決定組織軍事考察團各省市參議會應有代表參加方能本民意立場發揚正義,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/24 ~ 1946/01/24,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002274A,002-090300-00020-084
A,1946,002-090300-00020-085,林希謙電蔣中正此次政治協商會議決定組織軍事考察團以謀有效制止戰事查目前戰區遼闊請准各省區參議會推派代表參加,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/25 ~ 1946/01/25,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002274A,002-090300-00020-085
A,1946,002-090300-00020-086,張金銘電蔣中正孫科等請政治協商會議轉飭共軍立即確遵命令停止軍事行動並請中共還軍於國所遺地方部隊一律繳出械彈由各省縣政府酌量編併為地方警察隊,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/24 ~ 1946/01/24,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002274A,002-090300-00020-086
C,1946,002-090300-00020-124,暹羅華僑救濟祖國糧荒委員會電蔣中正戰後糧荒嚴重待濟甚急恐內戰加深人民痛苦亟盼領導各黨派順從僑情務使切實履行政治協商會議決議,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/04/26 ~ 1946/04/26,普通,數位檔／線上閱覽,政治協商會議,題名含「華僑」屬南洋華僑/清末民初同名誤命中,002000002274A,002-090300-00020-124
A,1946,002-090300-00140-435,胡宗南電蔣中正據報匪新四軍李先念皮定宗王樹聲等部攻陷息縣光山正圍潢川激戰中雖值政治協商會議停戰中仍請派大軍進剿等情,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/17 ~ 1946/01/17,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002394A,002-090300-00140-435
A,1946,002-090300-00147-165,胡宗南電蔣中正據邵鴻基電稱頃聞政治協商會議中央命令無條件停戰然中共依然破路進攻華北幾全被占據如准要求停戰無異斷送華北萬劫不復懇速收復華北等情,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/20 ~ 1946/01/20,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002401A,002-090300-00147-165
A,1946,002-090300-00148-007,王陵基電蔣中正判斷皖鄂邊區奸匪似有藉停戰機會積極整補確占大別山要地與大小悟山情勢若政治協商會議無圓滿結果則以主力進出商城羅田竄擾鄂皖邊區之企圖,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/22 ~ 1946/01/22,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002402A,002-090300-00148-007
A,1946,002-090300-00148-088,劉茂恩電蔣中正據確報焦作共軍指揮部接到毛澤東手令謂解放區同志必須加緊工作拚命攻擊開展地盤以促成政治協商會議有利形勢等情已電各有關機關注意嚴防,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/24 ~ 1946/01/24,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002402A,002-090300-00148-088
A,1946,002-090300-00148-176,胡宗南電蔣中正豫北共軍奉毛澤東手令為促成政治協商會議於匪有利形勢各解放區同志須加緊工作並攻擊開展地區以往成績將來地位均視此次工作而定等情,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/01/28 ~ 1946/01/28,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002402A,002-090300-00148-176
A,1946,002-090300-00148-251,何應欽電蔣中正焦作共軍接到毛澤東手令稱政治協商會議進程流血愈多愈有價值以往之成績將來之地位均視此次工作而定等語已電飭將確實證據搜呈,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/02/01 ~ 1946/02/01,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002402A,002-090300-00148-251
A,1946,002-090400-00003-112,趙君邁高維翰高理文電蔣經國四平街失陷共軍有公開集結活動又蘇軍藉演習實行掃蕩非正式部隊等及政治協商會議之決定與軍事三人小組工作應將東北包括在內,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 俄帝陰謀 / 俄帝陰謀,1946/03/18 ~ 1946/03/18,普通 / 行政院民國105年11月7日院臺檔字第1050043859號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002493A,002-090400-00003-112
A,1946,002-090400-00003-407,黃昭明電蔣中正奉鄭介民令派軍事調處執行部第八小組工作並以機密方法探知中共對國內政治協商會議係為聯絡各黨派推翻政府及在蘇軍未撤前擴大東北占領區等,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 俄帝陰謀 / 俄帝陰謀,1946/03/16 ~ 1946/03/16,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,002000002493A,002-090400-00003-407
C,1959,002-110101-00007-059,總統蔣中正接見唐縱、接見鄭挺鋒周中峯等人、接見參謀總長王叔銘以及防衛部總司令彭孟緝，中共宣佈毛澤東為偽人民政治協商會議名譽主席,蔣中正總統文物,蔣中正總統文物/ 其他 / 總統事略日記 / 總統事略日記,1959/04/28 ~ 1959/04/29,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1959），超出本平台 1941-1950 範圍,002000002589A,002-110101-00007-059
A,1946,002-080300-00031-012,徐復觀呈蔣中正關於政治協商會議及黨務革新方案，楊虎呈蔣中正為請爭取統制國內外中國幫會黨團組織獻議書,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 黨務（黨史館） /,1946/03/15 ~ 1946/03/15,普通,數位檔／臺北閱覽室,政治協商會議,政協會議相關 + 核心時段 1946,002000003360A,002-080300-00031-012
C,1945,002-150101-00034-394,蔣中正日記原本民國34年10月11日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1945/10/11 ~ 1945/10/11,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003436A,002-150101-00034-394
C,1945,002-150101-00034-463,蔣中正日記原本民國34年12月本月大事預定表,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1945/12/01 ~ 1945/12/31,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003436A,002-150101-00034-463
C,1946,002-150101-00035-003,蔣中正日記原本民國35年01月本月大事預定表,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1946/01/01 ~ 1946/01/31,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003437A,002-150101-00035-003
C,1946,002-150101-00035-012,蔣中正日記原本民國35年01月07日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1946/01/07 ~ 1946/01/07,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003437A,002-150101-00035-012
C,1946,002-150101-00035-018,蔣中正日記原本民國35年01月06日至12日上星期反省錄,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1946/01/06 ~ 1946/01/12,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003437A,002-150101-00035-018
C,1946,002-150101-00035-022,蔣中正日記原本民國35年01月15日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1946/01/15 ~ 1946/01/15,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003437A,002-150101-00035-022
C,1946,002-150101-00035-028,蔣中正日記原本民國35年01月20日至26日本星期預定工作課目,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1946/01/20 ~ 1946/01/26,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003437A,002-150101-00035-028
C,1946,002-150101-00035-103,蔣中正日記原本民國35年03月16日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1946/03/16 ~ 1946/03/16,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003437A,002-150101-00035-103
C,1946,002-150101-00036-028,蔣中正日記原本民國35年01月20日至26日本星期預定工作課目（貼附剪報）,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1946/01/20 ~ 1946/01/26,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003438A,002-150101-00036-028
C,1948,002-150101-00038-278,蔣中正日記原本民國37年07月17日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1948/07/17 ~ 1948/07/17,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003440A,002-150101-00038-278
C,1949,002-150101-00039-090,蔣中正日記原本民國38年03月05日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1949/03/05 ~ 1949/03/05,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,002000003441A,002-150101-00039-090
C,1957,005-010401-00012-002,民國四十六年三月紐約時報就國共和談問題所作之分析報導,蔣經國總統文物,蔣經國總統文物/ 文件 / 行誼剪輯與大事紀 / 蔣經國言行剪輯,1957/03/09 ~ 1957/03/09,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1957），超出本平台 1941-1950 範圍,005000000181A,005-010401-00012-002
C,1971,005-010205-00131-001,外交—馬歇爾在中國第三冊,蔣經國總統文物,蔣經國總統文物/ 文件 / 黨政軍文卷 / 國際情勢與外交,,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1971），超出本平台 1941-1950 範圍,005000000750A,005-010205-00131-001
C,1971,005-010205-00132-001,外交—馬歇爾在中國第四冊,蔣經國總統文物,蔣經國總統文物/ 文件 / 黨政軍文卷 / 國際情勢與外交,,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1971），超出本平台 1941-1950 範圍,005000000751A,005-010205-00132-001
C,1965,005-010206-00090-003,廣東省中共第三屆第三次人民代表大會暨政治協商會議內情專報,蔣經國總統文物,蔣經國總統文物/ 文件 / 黨政軍文卷 / 國家安全與秩序,1965/12/16 ~ 1965/12/16,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1965），超出本平台 1941-1950 範圍,005000001005A,005-010206-00090-003
C,1946,005-060102-00029-037,蔣經國日記抄本民國35年02月01日,蔣經國總統文物,蔣經國總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 抄本,1946/02/01 ~ 1946/02/01,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,005000002294A,005-060102-00029-037
C,1946,005-060102-00029-055,蔣經國日記抄本民國35年02月10日至16日上週反省錄,蔣經國總統文物,蔣經國總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 抄本,1946/02/10 ~ 1946/02/16,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,005000002294A,005-060102-00029-055
C,1949,005-060102-00037-117,蔣經國日記抄本民國38年09月18日至24日上星期反省錄,蔣經國總統文物,蔣經國總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 抄本,1949/09/18 ~ 1949/09/24,普通,數位檔／臺北閱覽室,政治協商會議,無民盟直接命中，剔除,005000002302A,005-060102-00037-117
C,1978,006-011200-00056-007,總統嚴家淦巡視金門對金門官兵講詞,嚴家淦總統文物,嚴家淦總統文物/ 文件 / 言論集 /,1978/02/24 ~ 1978/02/24,普通,申請閱覽 (尚未檢視),政治協商會議,時段錯位（1978），超出本平台 1941-1950 範圍,006000000804A,006-011200-00056-007
C,2001,007-071401-00020-001,有關評論經濟發展諮詢委員會議、政治協商會議及台灣團結路線新聞剪報資料,李登輝總統文物,李登輝總統文物/ 李登輝基金會捐贈檔案史料 / 經濟與金融相關文件 / 經濟部、經建會及建設相關,2001/08/27 ~ 2001/08/28,普通,申請閱覽 (尚未檢視),政治協商會議,時段錯位（2001），超出本平台 1941-1950 範圍,007000001064A,007-071401-00020-001
C,1945,008-011001-00003-001,中國國民黨第七次全國代表大會黨務報告：第六屆中央執行委員會（甲）工作總述,陳誠副總統文物,陳誠副總統文物/ 文件 / 國民黨黨務 / 工作報告,1945/00/00 ~ 1945/00/00,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,008000000740A,008-011001-00003-001
C,1945,008-010602-00050-001,國際週報一：第三十二期三強外長會議之結果提要續，英美及其他小國對三外長會議之反響，三強外長會議之研究,陳誠副總統文物,陳誠副總統文物/ 文件 / 外交與國際事務 / 國際參考資料,1945/12/31 ~ 1945/12/31,普通 / 國防部民國106年10月5日文檔字第1060004339號函註銷密等,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,008000000824A,008-010602-00050-001
A,1945,008-010406-00018-002,一年間影響綏靖軍事之政治和談：第二篇政治協商會議前景,陳誠副總統文物,陳誠副總統文物/ 文件 / 行誼 / 其他,1945/08/21 ~ 1945/08/21,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1945,008000000869A,008-010406-00018-002
A,1946,008-010406-00018-004,一年間影響綏靖軍事之政治和談：第四篇政治協商會議全貌,陳誠副總統文物,陳誠副總統文物/ 文件 / 行誼 / 其他,1946/01/06 ~ 1946/01/06,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,008000000869A,008-010406-00018-004
C,1946,008-010706-00022-020,軍委會聯合業務會報第二十次會報紀錄,陳誠副總統文物,陳誠副總統文物/ 文件 / 軍事國防 / 參考資料與研究調查,1946/01/14 ~ 1946/01/14,普通 / 國防部民國106年10月5日文檔字第1060004339號函註銷密等,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,008000001227A,008-010706-00022-020
C,1946,008-010506-00001-012,陳誠兼東北行轅主任資料附件：人民公論,陳誠副總統文物,陳誠副總統文物/ 文件 / 政務 / 東北行轅,1946/02/18 ~ 1946/02/18,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,008000001252A,008-010506-00001-012
C,1946,008-010706-00018-001,抗戰勝利後國內政治問題概觀,陳誠副總統文物,陳誠副總統文物/ 文件 / 軍事國防 / 參考資料與研究調查,,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,008000001284A,008-010706-00018-001
C,1961,008-010706-00012-001,共匪土地問題真相初稿,陳誠副總統文物,陳誠副總統文物/ 文件 / 軍事國防 / 參考資料與研究調查,,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1961），超出本平台 1941-1950 範圍,008000001288A,008-010706-00012-001
A,1946,008-010702-00051-018,新中國建設協會對政治協商會議宣言,陳誠副總統文物,陳誠副總統文物/ 文件 / 軍事國防 / 剿匪戡亂,1946/01/09 ~ 1946/01/09,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,008000001294A,008-010702-00051-018
C,1958,008-010110-00003-059,蔣中正接見美國駐華大使莊萊德之談話紀錄,陳誠副總統文物,陳誠副總統文物/ 文件 / 石叟叢書 / 彙編,1958/10/02 ~ 1958/10/02,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1958），超出本平台 1941-1950 範圍,008000001948A,008-010110-00003-059
C,,008-010403-00013-001,辭公就任參謀總長第一年勳績資料總目錄,陳誠副總統文物,陳誠副總統文物/ 文件 / 行誼 / 行誼剪輯,0000/00/00,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,008000001969A,008-010403-00013-001
C,1946,008-010204-00005-008,陳誠民國三十五年日記（一）,陳誠副總統文物,陳誠副總統文物/ 文件 / 書函與日記 / 日記,1946/01/10 ~ 1946/01/10,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,008000001971A,008-010204-00005-008
C,1946,014-000301-0170,國民參政會第四屆第二次大會案（九）【原卷名：國民參政會第四屆第二次會議案】,行政院,行政院/ 總類 / 中央民意代表 / 國民參政會,,普通 / 行政院秘書長民國104年1月7日院臺檔字第1040120288號函註銷機密等級,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,014000000170A,014-000301-0170
A,1946,015-029900-0013,政治協商會議辦法,司法院,司法院/ 法規彙編案 / 綜合 /,,普通,數位檔／線上閱覽,政治協商會議,政協會議相關 + 核心時段 1946,015000002532A,015-029900-0013
B,1946,017-090104-0046,政治協商會議剪報（一）,交通部,交通部/ 總務 / 文書 / 剪報,,普通,原件／新店閱覽室,政治協商會議,邊緣全宗（交通部），非國家核心檔案,017000021613A,017-090104-0046
B,1946,017-090104-0047,政治協商會議剪報（二）,交通部,交通部/ 總務 / 文書 / 剪報,,普通,原件／新店閱覽室,政治協商會議,邊緣全宗（交通部），非國家核心檔案,017000021614A,017-090104-0047
B,1946,018-070101-0227,政治協商會議辦法,財政部,財政部/ 人事 / 法令及組織規章 / 法令規章,,普通 / 財政部民國106年12月14日台財秘字第10600149880號建議單、臺鹽實業股份有限公司107年1月2日臺鹽行字第10690114220號函及金融監督管理委員會107年1月9日金管秘字第1070101818號通知單註銷密等,原件／新店閱覽室,政治協商會議,邊緣全宗（財政部），非國家核心檔案,018000022784A,018-070101-0227
C,1943,020-021607-0002,蘇聯報刊對華輿論（一）,外交部,外交部/ 亞西司 / 蘇聯 / 新聞輿論,,普通,數位檔／線上閱覽,政治協商會議,無民盟直接命中，剔除,020000002091A,020-021607-0002
C,1978,020-190700-0017,大陸匪情（剪報）（十七）,外交部,外交部/ 亞東關係協會 / 中共動態 /,,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1978），超出本平台 1941-1950 範圍,020000005064A,020-190700-0017
C,1979,020-190700-0020,大陸匪情（剪報）（二十）,外交部,外交部/ 亞東關係協會 / 中共動態 /,,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1979），超出本平台 1941-1950 範圍,020000005067A,020-190700-0020
C,1973,020-190700-0007,大陸匪情（剪報）（七）,外交部,外交部/ 亞東關係協會 / 中共動態 /,,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1973），超出本平台 1941-1950 範圍,020000005299A,020-190700-0007
C,1978,020-200200-0005,美國報刊對華輿論,外交部,外交部/ 北美事務協調委員會 / 國際關係 /,,普通 / 外交部106年7月6日外資電史字第10637510680號函註銷密等,數位檔／臺北閱覽室,政治協商會議,時段錯位（1978），超出本平台 1941-1950 範圍,020000007457A,020-200200-0005
C,1982,020-140401-0075,歐洲各國政情剪報（七十五）,外交部,外交部/ 檔案資訊處 / 歐洲地區政情剪報 / 歐洲各國政情,,普通,申請閱覽 (尚未檢視),政治協商會議,時段錯位（1982），超出本平台 1941-1950 範圍,020000008950A,020-140401-0075
C,1985,020-140701-0206,中共政情剪報（二○○）,外交部,外交部/ 檔案資訊處 / 中共政情及其對外關係剪報 / 中共政情,,普通,申請閱覽 (尚未檢視),政治協商會議,時段錯位（1985），超出本平台 1941-1950 範圍,020000010424A,020-140701-0206
C,1975,020-130300-0119,行政院第一四四八至一四五六次會議資料,外交部,外交部/ 秘書處 / 行政院會議 /,,普通,數位檔／線上閱覽,政治協商會議,時段錯位（1975），超出本平台 1941-1950 範圍,020000012052A,020-130300-0119
C,1975,020-130700-0067,外交部呈部長電報彙存—美國（二十九）,外交部,外交部/ 秘書處 / 電報彙編 /,,普通 / 外交部106年7月6日外資電史字第10637510680號函註銷密等,數位檔／臺北閱覽室,政治協商會議,時段錯位（1975），超出本平台 1941-1950 範圍,020000012368A,020-130700-0067
C,1977,020-130700-0068,外交部呈部長電報彙存—美國（三十）,外交部,外交部/ 秘書處 / 電報彙編 /,,普通 / 外交部106年7月6日外資電史字第10637510680號函註銷密等,數位檔／臺北閱覽室,政治協商會議,時段錯位（1977），超出本平台 1941-1950 範圍,020000012372A,020-130700-0068
C,1982,020-091202-0055,中共各項會議之報導,外交部,外交部/ 新聞文化司 / 國際共黨活動與中共動態 / 中共政情與參考資料,,普通,申請閱覽 (尚未檢視),政治協商會議,時段錯位（1982），超出本平台 1941-1950 範圍,020000019690A,020-091202-0055
