_matched_queries,題名,典藏號,全宗號,全宗名稱,全宗系列,隸屬卷名/件號,本件日期,卷件開始日期,卷件結束日期,密等,密等/解密紀錄,隱私問題,提供方式/地點,閱覽方式,數位化,應用限制,_collection,_identifier,入藏登錄號,內容描述,卷名,本卷日期,檔案年代,檔案系列,申請序號,相關人員,相關地點,調閱參照,資料類型,關鍵詞組
政治協商會議,中國國民黨中央執行委員會秘書處函國民政府文官處為政治協商會議事項業報告中國國民黨二中全會并由審查會研討制成決議案提奉大會通過函請查照轉陳辦理,001-014152-00014-013,001,國民政府,國民政府/ 總類 / 中央黨務 / 決議案,中國國民黨第六屆中全會決議案（一）,1946/04/02 ~ 1946/04/02,1946/04/02,1946/04/02,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000001964A,001-014152-00014-013,001000001964A,中國國民黨中央執行委員會秘書處函國民政府文官處為政治協商會議事項業報告中國國民黨二中全會并由審查會研討制成決議案提奉大會通過函請查照轉陳辦理,中國國民黨第六屆中全會決議案（一）,,1946民國35年,國民政府/總類/中央黨務/決議案,001000001964A001-014152-00014-013,,,001000001964A001-014152-00014-013,文件,
政治協商會議,國民政府文官處函政治協商會議秘書長雷震為遵諭檢送中國國民黨二中全會對於政協會協議事項之決議案函請查照,001-014152-00014-014,001,國民政府,國民政府/ 總類 / 中央黨務 / 決議案,中國國民黨第六屆中全會決議案（一）,1946/04/12 ~ 1946/04/12,1946/04/12,1946/04/12,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000001964A,001-014152-00014-014,001000001964A,國民政府文官處函政治協商會議秘書長雷震為遵諭檢送中國國民黨二中全會對於政協會協議事項之決議案函請查照,中國國民黨第六屆中全會決議案（一）,,1946民國35年,國民政府/總類/中央黨務/決議案,001000001964A001-014152-00014-014,,,001000001964A001-014152-00014-014,文件,
政治協商會議,國防最高委員會秘書廳函國民政府文官處有關中國國民黨中央執行委員會秘書處函送二中全會對於政治協商會議報告決議案遵批函請查照轉陳,001-014152-00014-019,001,國民政府,國民政府/ 總類 / 中央黨務 / 決議案,中國國民黨第六屆中全會決議案（一）,1946/04/09 ~ 1946/04/09,1946/04/09,1946/04/09,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000001964A,001-014152-00014-019,001000001964A,國防最高委員會秘書廳函國民政府文官處有關中國國民黨中央執行委員會秘書處函送二中全會對於政治協商會議報告決議案遵批函請查照轉陳,中國國民黨第六屆中全會決議案（一）,,1946民國35年,國民政府/總類/中央黨務/決議案,001000001964A001-014152-00014-019,,,001000001964A001-014152-00014-019,文件,
政治協商會議,國民政府文官處函國防最高委員會秘書廳有關中國國民黨中央執行委員會秘書處函送二中全會對於政治協商會議報告決議案復請查照,001-014152-00014-020,001,國民政府,國民政府/ 總類 / 中央黨務 / 決議案,中國國民黨第六屆中全會決議案（一）,1946/04/17 ~ 1946/04/17,1946/04/17,1946/04/17,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000001964A,001-014152-00014-020,001000001964A,國民政府文官處函國防最高委員會秘書廳有關中國國民黨中央執行委員會秘書處函送二中全會對於政治協商會議報告決議案復請查照,中國國民黨第六屆中全會決議案（一）,,1946民國35年,國民政府/總類/中央黨務/決議案,001000001964A001-014152-00014-020,,,001000001964A001-014152-00014-020,文件,
政治協商會議,國民政府文官長吳鼎昌函政治協商會議秘書處為陝北特區人民自救會電為中共肆虐提供意見四項請迅予設法實施以平內亂一案函達查照,001-014510-00001-065,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,各方反對與共產黨成立聯合政府案,1946/01/31 ~ 1946/01/31,1946/01/31,1946/01/31,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002060A,001-014510-00001-065,001000002060A,國民政府文官長吳鼎昌函政治協商會議秘書處為陝北特區人民自救會電為中共肆虐提供意見四項請迅予設法實施以平內亂一案函達查照,各方反對與共產黨成立聯合政府案,,1946民國35年,國民政府/總類/共黨活動/政治協商,001000002060A001-014510-00001-065,,,001000002060A001-014510-00001-065,文件,
政治協商會議,民國三十五年政治協商會議案,,001,國民政府,,民國三十五年政治協商會議案,,1945/10/01,1947/06/19,普通,普通,無隱私,不提供申請 ( 已分件，請以件調閱， 案件清單 ),不提供申請,已數位化,,,,001000002062A,,民國三十五年政治協商會議案,1945/10/01 ~ 1947/06/19,1945民國34年,,,,,,文件,
政治協商會議,蔣中正電毛澤東倭寇投降各種重要問題亟待解決請惠臨陪都共同商討大計，張奚若等電請召集政治會議並貢獻意見，上海市參議會等電籲請政府軍與中共部隊立即無條件停戰速即重開和談改組政府，…,001-014510-00003-000,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1945/10/01 ~ 1947/06/19,1945/10/01,1947/06/19,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-000,001000002062A,蔣中正電毛澤東倭寇投降各種重要問題亟待解決請惠臨陪都共同商討大計，張奚若等電請召集政治會議並貢獻意見，上海市參議會等電籲請政府軍與中共部隊立即無條件停戰速即重開和談改組政府，漢口市參議會響應上海市參議會呼籲和平,民國三十五年政治協商會議案,,1945民國34年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-000,李蘧廬，蔣中正，毛澤東，張奚若,陝西-延安，雲南-昆明，河北-北平,001000002062A001-014510-00003-000,文件,政治-政治協商
政治協商會議,蔣中正函毛澤東為倭寇投降各種重要問題亟待解決請惠臨陪都共同商討大計,001-014510-00003-001,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1946/08/14 ~ 1946/08/14,1946/08/14,1946/08/14,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-001,001000002062A,蔣中正函毛澤東為倭寇投降各種重要問題亟待解決請惠臨陪都共同商討大計,民國三十五年政治協商會議案,,1946民國35年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-001,,,001000002062A001-014510-00003-001,文件,
政治協商會議,國防最高委員會秘書廳函國民政府文官處為核定政治協商會議還都經費及還都後房屋修繕租賃費預算,001-014510-00003-002,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1946/11/16 ~ 1946/11/16,1946/11/16,1946/11/16,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-002,001000002062A,國防最高委員會秘書廳函國民政府文官處為核定政治協商會議還都經費及還都後房屋修繕租賃費預算,民國三十五年政治協商會議案,,1946民國35年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-002,,,001000002062A001-014510-00003-002,文件,
政治協商會議,國民政府訓令行政院等為核定政治協商會議還都經費及還都後房屋修繕租賃費預算一案令仰轉飭遵照,001-014510-00003-003,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1946/11/20 ~ 1946/11/20,1946/11/20,1946/11/20,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-003,001000002062A,國民政府訓令行政院等為核定政治協商會議還都經費及還都後房屋修繕租賃費預算一案令仰轉飭遵照,民國三十五年政治協商會議案,,1946民國35年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-003,,,001000002062A001-014510-00003-003,文件,
政治協商會議,國防最高委員會秘書廳函國民政府文官處為核定政治協會議三十五年度十至十二月份經費及員工生補費預算案,001-014510-00003-004,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1946/11/16 ~ 1946/11/16,1946/11/16,1946/11/16,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-004,001000002062A,國防最高委員會秘書廳函國民政府文官處為核定政治協會議三十五年度十至十二月份經費及員工生補費預算案,民國三十五年政治協商會議案,,1946民國35年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-004,,,001000002062A001-014510-00003-004,文件,
政治協商會議,國民政府訓令行政院等為核定政治協會議三十五年度十至十二月份經費及員工生補費預算一案令仰轉飭遵照,001-014510-00003-005,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1946/11/21 ~ 1946/11/21,1946/11/21,1946/11/21,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-005,001000002062A,國民政府訓令行政院等為核定政治協會議三十五年度十至十二月份經費及員工生補費預算一案令仰轉飭遵照,民國三十五年政治協商會議案,,1946民國35年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-005,,,001000002062A001-014510-00003-005,文件,
政治協商會議,張奚若等電請召集政治會議並貢獻意見,001-014510-00003-006,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1945/10/01 ~ 1945/10/01,1945/10/01,1945/10/01,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-006,001000002062A,張奚若等電請召集政治會議並貢獻意見,民國三十五年政治協商會議案,,1945民國34年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-006,,,001000002062A001-014510-00003-006,文件,
政治協商會議,外交部函國民政府文官處為菲律賓抗日團體上主席電譯文請查照,001-014510-00003-007,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1945/10/31 ~ 1945/10/31,1945/10/31,1945/10/31,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-007,001000002062A,外交部函國民政府文官處為菲律賓抗日團體上主席電譯文請查照,民國三十五年政治協商會議案,,1945民國34年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-007,,,001000002062A001-014510-00003-007,文件,
政治協商會議,國民政府文官長吳鼎昌函外交部為菲律賓抗日團體上主席電譯文一案除轉陳外函達查照,001-014510-00003-008,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1945/11/06 ~ 1945/11/06,1945/11/06,1945/11/06,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-008,001000002062A,國民政府文官長吳鼎昌函外交部為菲律賓抗日團體上主席電譯文一案除轉陳外函達查照,民國三十五年政治協商會議案,,1945民國34年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-008,,,001000002062A001-014510-00003-008,文件,
政治協商會議,雲南省臨時參議會電呈國民政府主席蔣中正為共黨糾紛謹將本會主張撮要電陳賜垂察採擇,001-014510-00003-009,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1945/12/03 ~ 1945/12/03,1945/12/03,1945/12/03,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-009,001000002062A,雲南省臨時參議會電呈國民政府主席蔣中正為共黨糾紛謹將本會主張撮要電陳賜垂察採擇,民國三十五年政治協商會議案,,1945民國34年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-009,,,001000002062A001-014510-00003-009,文件,
政治協商會議,國民政府文官長吳鼎昌電雲南省臨時參議會為共黨糾紛謹將本會主張撮要一案業奉主席閱悉,001-014510-00003-010,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1945/12/10 ~ 1945/12/10,1945/12/10,1945/12/10,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-010,001000002062A,國民政府文官長吳鼎昌電雲南省臨時參議會為共黨糾紛謹將本會主張撮要一案業奉主席閱悉,民國三十五年政治協商會議案,,1945民國34年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-010,,,001000002062A001-014510-00003-010,文件,
政治協商會議,浙江省參議會電呈國民政府主席蔣中正為發表對時局主張請量納,001-014510-00003-011,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/01/24 ~ 1947/01/24,1947/01/24,1947/01/24,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-011,001000002062A,浙江省參議會電呈國民政府主席蔣中正為發表對時局主張請量納,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-011,,,001000002062A001-014510-00003-011,文件,
政治協商會議,國民政府文官長吳鼎昌電浙江省參議會為望各方時彥力贊統一維護邦基以完成和平建國目的,001-014510-00003-012,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/04 ~ 1947/02/04,1947/02/04,1947/02/04,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-012,001000002062A,國民政府文官長吳鼎昌電浙江省參議會為望各方時彥力贊統一維護邦基以完成和平建國目的,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-012,,,001000002062A001-014510-00003-012,文件,
政治協商會議,國民政府文官處函中國國民黨中央執行委員會宣傳部為抄送浙江省參議會發表對時局主張案請查照,001-014510-00003-013,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/01/29 ~ 1947/01/29,1947/01/29,1947/01/29,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-013,001000002062A,國民政府文官處函中國國民黨中央執行委員會宣傳部為抄送浙江省參議會發表對時局主張案請查照,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-013,,,001000002062A001-014510-00003-013,文件,
政治協商會議,上海市參議會電呈國民政府主席蔣中正為請政府軍與中共部隊立即無條件停戰速即重開和談改組政府,001-014510-00003-014,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/01/24 ~ 1947/01/24,1947/01/24,1947/01/24,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-014,001000002062A,上海市參議會電呈國民政府主席蔣中正為請政府軍與中共部隊立即無條件停戰速即重開和談改組政府,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-014,,,001000002062A001-014510-00003-014,文件,
政治協商會議,復上海市參議會暨各團體電望各方時彥力贊統一維護邦基以達安定和平之目的,001-014510-00003-015,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/05 ~ 1947/02/05,1947/02/05,1947/02/05,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-015,001000002062A,復上海市參議會暨各團體電望各方時彥力贊統一維護邦基以達安定和平之目的,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-015,,,001000002062A001-014510-00003-015,文件,
政治協商會議,國民政府文官處函中國國民黨中央執行委員會宣傳部為抄送上海市參議會電請立即停戰重開和談案請查照,001-014510-00003-016,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/04 ~ 1947/02/04,1947/02/04,1947/02/04,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-016,001000002062A,國民政府文官處函中國國民黨中央執行委員會宣傳部為抄送上海市參議會電請立即停戰重開和談案請查照,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-016,,,001000002062A001-014510-00003-016,文件,
政治協商會議,重慶市參議會議長胡子昂等電呈國民政府主席蔣中正為從速停戰促成和平,001-014510-00003-017,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/14 ~ 1947/02/14,1947/02/14,1947/02/14,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-017,001000002062A,重慶市參議會議長胡子昂等電呈國民政府主席蔣中正為從速停戰促成和平,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-017,,,001000002062A001-014510-00003-017,文件,
政治協商會議,國民政府文官長吳鼎昌電重慶市參議會為仍祈各方時彥力贊統一和平等,001-014510-00003-018,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/20 ~ 1947/02/20,1947/02/20,1947/02/20,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-018,001000002062A,國民政府文官長吳鼎昌電重慶市參議會為仍祈各方時彥力贊統一和平等,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-018,,,001000002062A001-014510-00003-018,文件,
政治協商會議,青島市參議會議長李代芳等電呈國民政府主席蔣中正為請停止內戰和平統一,001-014510-00003-019,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/17 ~ 1947/02/17,1947/02/17,1947/02/17,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-019,001000002062A,青島市參議會議長李代芳等電呈國民政府主席蔣中正為請停止內戰和平統一,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-019,,,001000002062A001-014510-00003-019,文件,
政治協商會議,國民政府文官長吳鼎昌電青島市參議會為仍祈各方時彥力贊統一和平等,001-014510-00003-020,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/21 ~ 1947/02/21,1947/02/21,1947/02/21,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-020,001000002062A,國民政府文官長吳鼎昌電青島市參議會為仍祈各方時彥力贊統一和平等,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-020,,,001000002062A001-014510-00003-020,文件,
政治協商會議,江西省參議會電呈國民政府主席蔣中正為尊重民意呼籲和平,001-014510-00003-021,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/02/24 ~ 1947/02/24,1947/02/24,1947/02/24,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-021,001000002062A,江西省參議會電呈國民政府主席蔣中正為尊重民意呼籲和平,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-021,,,001000002062A001-014510-00003-021,文件,
政治協商會議,國民政府文官長吳鼎昌電江西省參議會為尊重民意呼籲和平一案已呈奉主席閱悉,001-014510-00003-022,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/03/05 ~ 1947/03/05,1947/03/05,1947/03/05,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-022,001000002062A,國民政府文官長吳鼎昌電江西省參議會為尊重民意呼籲和平一案已呈奉主席閱悉,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-022,,,001000002062A001-014510-00003-022,文件,
政治協商會議,李蘧廬呈國民政府主席蔣中正為國共兩黨速弭兵端以捄危亡恢復和議共策國是書,001-014510-00003-023,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/03/19 ~ 1947/03/19,1947/03/19,1947/03/19,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-023,001000002062A,李蘧廬呈國民政府主席蔣中正為國共兩黨速弭兵端以捄危亡恢復和議共策國是書,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-023,,,001000002062A001-014510-00003-023,文件,
政治協商會議,國民政府文官處文書局局長許靜芝函李蘧廬為國共兩黨速弭兵端以捄危亡恢復和議共策國是書一案業奉閱悉,001-014510-00003-024,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/04/04 ~ 1947/04/04,1947/04/04,1947/04/04,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-024,001000002062A,國民政府文官處文書局局長許靜芝函李蘧廬為國共兩黨速弭兵端以捄危亡恢復和議共策國是書一案業奉閱悉,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-024,,,001000002062A001-014510-00003-024,文件,
政治協商會議,上海市參議會議長潘公展等電呈國民政府為呼籲和平,001-014510-00003-025,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/06/02 ~ 1947/06/02,1947/06/02,1947/06/02,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-025,001000002062A,上海市參議會議長潘公展等電呈國民政府為呼籲和平,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-025,,,001000002062A001-014510-00003-025,文件,
政治協商會議,國民政府文官長吳鼎昌函行政院新聞局為抄送上海市參議會電為呼籲和平案請查照,001-014510-00003-026,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/06/06 ~ 1947/06/06,1947/06/06,1947/06/06,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-026,001000002062A,國民政府文官長吳鼎昌函行政院新聞局為抄送上海市參議會電為呼籲和平案請查照,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-026,,,001000002062A001-014510-00003-026,文件,
政治協商會議,漢口市參議會議長張瀰川等電呈國民政府主席蔣中正為上海市參議會電為呼籲和平請一致主張案請採納施行,001-014510-00003-027,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/06/11 ~ 1947/06/11,1947/06/11,1947/06/11,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-027,001000002062A,漢口市參議會議長張瀰川等電呈國民政府主席蔣中正為上海市參議會電為呼籲和平請一致主張案請採納施行,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-027,,,001000002062A001-014510-00003-027,文件,
政治協商會議,國民政府文官長吳鼎昌函行政院新聞局為抄送漢口市參議會響應上海市參議會呼籲和平案請查照,001-014510-00003-028,001,國民政府,國民政府/ 總類 / 共黨活動 / 政治協商,民國三十五年政治協商會議案,1947/06/19 ~ 1947/06/19,1947/06/19,1947/06/19,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002062A,001-014510-00003-028,001000002062A,國民政府文官長吳鼎昌函行政院新聞局為抄送漢口市參議會響應上海市參議會呼籲和平案請查照,民國三十五年政治協商會議案,,1947民國36年,國民政府/總類/共黨活動/政治協商,001000002062A001-014510-00003-028,,,001000002062A001-014510-00003-028,文件,
